app_num	app_date	coapp_f_name	coapp_l_name	a_email	is_approved	is_rejected
249	2018-11-21			fchesterfield@condax.com	1	0
250	2018-11-22	Leslie	Papasergi	erodefer@codehow.com	0	1
251	2018-11-22	Regenia	Perez	epaa@hatfan.com	1	0
252	2018-11-23	Heike	Asar	mfallick@ontomedia.com	1	0
253	2018-11-23	Bette	Diestel	fchesterfield@condax.com	0	1
254	2018-11-23	Denise	Frankel	lfern@zumgoity.com	0	1
255	2018-11-26			sdilliard@faxquote.com	1	0
256	2018-11-26	Fatima	Chesterfield	mshire@statholdings.com	1	0
257	2018-11-27			vborgman@groovestreet.com	1	0
258	2018-11-27	Marjory	Burnard	cschieler@rangreen.com	1	0
259	2018-11-27	Tiera	Toelkes	dbruschke@betasoloin.com	0	1
260	2018-11-28	Sheron	Paa	shoogland@kan-code.com	1	0
261	2018-11-29	Reena	Lukasik	jnicolozakes@plexzap.com	0	1
262	2018-11-30	Van	Degonia	vborgman@groovestreet.com	1	0
263	2018-11-30	Bok	Ferrario	pyum@mathtouch.com	0	1
264	2018-12-03	Carissa	Coody	apaprocki@gogozoom.com	1	0
265	2018-12-03	Jerry	Nestle	lfillingim@konex.com	1	0
266	2018-12-04	Felix	Storment	apaprocki@gogozoom.com	1	0
267	2018-12-04	Franklyn	Nachor	thughey@statholdings.com	1	0
268	2018-12-04	Refugia	Sweely	bscheyer@isdom.com	1	0
269	2018-12-05	Xuan	Dubaldi	tarceo@stanredtax.com	1	0
270	2018-12-05	Lai	Manno	mshire@statholdings.com	1	0
271	2018-12-06	Annabelle	Harnos	fmorocco@toughzap.com	1	0
272	2018-12-06	Izetta	Thyberg	sshadrick@scotfind.com	0	1
273	2018-12-06	Mitsue	Kitzman	nplumer@doncon.com	1	0
274	2018-12-07	Merlyn	Sturiale	candreason@donquadtech.com	1	0
275	2018-12-07			ythyberg@openlane.com	1	0
276	2018-12-07	Gail	Buzick	candreason@donquadtech.com	0	1
277	2018-12-10	Art	Gellinger	tbuzick@kinnamplus.com	0	1
278	2018-12-10	Dean	Luczki	remigh@ganjaflex.com	1	0
279	2018-12-11			tkines@zotware.com	1	0
280	2018-12-12	Alline	Gillaspie	tmeteer@zumgoity.com	1	0
281	2018-12-12			fweirather@warephase.com	1	0
282	2018-12-12	Hubert	Royster	jneither@statholdings.com	1	0
283	2018-12-13	Xochitl	Heintzman	jnicolozakes@plexzap.com	1	0
284	2018-12-13	Deonna	Gwalthney	rdhamer@donware.com	1	0
285	2018-12-13	Carissa	Pelkowski	awenner@openlane.com	1	0
286	2018-12-14	Cecily	Newville	grestrepo@blackzim.com	0	1
287	2018-12-14	Elvera	Craghead	tkarpel@plussunin.com	1	0
288	2018-12-17	Marjory	Hoffis	mscriven@singletechno.com	1	0
289	2018-12-17	Derick	Lace	rkannady@rundofase.com	1	0
290	2018-12-17	Delisa	Angalich	sbrucato@bioholding.com	1	0
291	2018-12-18	Krissy	Harabedian	lhalsey@plexzap.com	1	0
292	2018-12-18	Elke	Bourbon	vhixenbaugh@green-plus.com	1	0
293	2018-12-19	Howard	Kalafatis	ecraghead@zathunicon.com	1	0
294	2018-12-19			tkorando@kinnamplus.com	1	0
295	2018-12-20			kscheyer@conecom.com	1	0
296	2018-12-20	Rolland	Maynerich	cturinetti@goodsilron.com	1	0
297	2018-12-20	Simona	Andreason	epaa@hatfan.com	0	1
298	2018-12-21	Alline	Andreason	erodefer@codehow.com	1	0
299	2018-12-21	Timothy	Degroot	awenner@openlane.com	1	0
300	2018-12-21	Britt	Tolfree	ylueckenbach@bioholding.com	1	0
301	2018-12-24	Olive	Flosi	rbilden@zathunicon.com	1	0
302	2018-12-24			mcorrington@faxquote.com	1	0
303	2018-12-25	Shawnda	Wieser	sgudroe@donware.com	0	1
304	2018-12-25	Ashlyn	Hauenstein	lsaylors@iselectrics.com	1	0
305	2018-12-26	Lenna	Breland	mgesick@hatfan.com	1	0
306	2018-12-27			mfallick@ontomedia.com	0	1
307	2018-12-27			cfrey@scotfind.com	1	0
308	2018-12-28	Penney	Rhymes	jmerced@codehow.com	1	0
309	2018-12-28	Jolanda	Mirafuentes	shoogland@kan-code.com	1	0
310	2018-12-31	Cassi	Grenet	kknipp@cancity.com	1	0
311	2018-12-31			sgillian@betasoloin.com	1	0
312	2019-01-01	Kate	Acuff	fweirather@warephase.com	0	1
313	2019-01-01			mschmaltz@zencorporation.com	1	0
314	2019-01-02	Barrett	Pelkowski	gkusko@scottech.com	0	1
315	2019-01-03	Jina	Venere	cseewald@xx-holding.com	0	1
316	2019-01-03	Haydee	Vonasek	mfallick@ontomedia.com	0	1
317	2019-01-04	Melodie	Oldroyd	lcolla@condax.com	1	0
318	2019-01-04	Mattie	Lawler	mwaymire@hatfan.com	1	0
319	2019-01-07	Youlanda	Mconnell	ikampa@rundofase.com	0	1
320	2019-01-07	Erinn	Stenseth	lragel@gogozoom.com	1	0
321	2019-01-07			mkiel@dambase.com	0	1
322	2019-01-08			lvanausdal@codehow.com	1	0
323	2019-01-08	Paris	Yum	pyum@mathtouch.com	1	0
324	2019-01-08	Hillary	Stuer	cschieler@rangreen.com	1	0
325	2019-01-09	Krissy	Hellickson	aharabedian@newex.com	1	0
326	2019-01-10	Erinn	Biddy	ttolfree@iselectrics.com	1	0
327	2019-01-10	Mari	Arceo	remigh@ganjaflex.com	0	1
328	2019-01-11	Tegan	Mconnell	aharabedian@newex.com	1	0
329	2019-01-11	Regenia	Sarbacher	fchesterfield@condax.com	1	0
330	2019-01-14	Youlanda	Lother	tkines@zotware.com	1	0
331	2019-01-14	Lashaunda	Harabedian	tkarpel@plussunin.com	1	0
332	2019-01-14	Stevie	Hamilton	grestrepo@blackzim.com	1	0
333	2019-01-15			jneither@statholdings.com	1	0
334	2019-01-15	Nichelle	Mugnolo	aharnos@treequote.com	1	0
335	2019-01-15	Paris	Tjepkema	awenner@openlane.com	1	0
336	2019-01-16	Sue	Brossart	goles@newex.com	1	0
337	2019-01-16	Marguerita	Scriven	rkannady@rundofase.com	1	0
338	2019-01-16	Natalie	Farrar	rdaufeldt@zencorporation.com	0	1
339	2019-01-17	Gail	Auffrey	vhalter@stanredtax.com	1	0
340	2019-01-17			aharabedian@newex.com	1	0
341	2019-01-18	Nana	Chickering	jturinetti@toughzap.com	1	0
342	2019-01-18	Gearldine	Kines	nsmith@rangreen.com	1	0
343	2019-01-21	Laticia	Weirather	cgrenet@warephase.com	1	0
344	2019-01-21	Alpha	Stenseth	chalsey@kinnamplus.com	1	0
345	2019-01-22	Maryann	Nayar	mloder@rantouch.com	1	0
346	2019-01-22			sdilliard@faxquote.com	1	0
347	2019-01-22	Alesia	Comnick	sgudroe@donware.com	1	0
348	2019-01-23			awenner@openlane.com	1	0
349	2019-01-23	Junita	Pedrozo	tnicolozakes@goodsilron.com	1	0
350	2019-01-23	Edna	Grenet	gyori@ganjaflex.com	1	0
351	2019-01-24	Ashlyn	Dewar	grestrepo@blackzim.com	1	0
352	2019-01-24	Jose	Wiklund	taquas@streethex.com	0	1
353	2019-01-24	Leatha	Iturbide	mkiel@dambase.com	1	0
354	2019-01-25	Mariann	Kiel	sbrucato@bioholding.com	1	0
355	2019-01-25	Lindsey	Riden	apaprocki@gogozoom.com	0	1
356	2019-01-25	Elza	Papasergi	dschmaltz@scotfind.com	0	1
357	2019-01-28	Deandrea	Bartolet	lhalsey@plexzap.com	1	0
358	2019-01-28	Britt	Neither	mshire@statholdings.com	1	0
359	2019-01-28	Corinne	Stockham	cturinetti@goodsilron.com	1	0
360	2019-01-29	Corinne	Bolognia	wklusman@hottechi.com	1	0
361	2019-01-29	Cristy	Pedrozo	goles@newex.com	1	0
362	2019-01-29	Elly	Adkin	ffrancescon@finjob.com	1	0
363	2019-01-30	Youlanda	Lueckenbach	vhixenbaugh@green-plus.com	1	0
364	2019-01-30	Jerry	Malet	swaymire@gogozoom.com	1	0
365	2019-01-30	Mariann	Emard	mkiel@dambase.com	0	1
366	2019-01-31	Devora	Moyd	mshields@iselectrics.com	1	0
367	2019-02-01	Malcolm	Gleich	cturinetti@goodsilron.com	1	0
368	2019-02-04			oturinetti@dambase.com	0	1
369	2019-02-04	Jolene	Shire	sscipione@toughzap.com	1	0
370	2019-02-05	Avery	Fritz	lfillingim@konex.com	1	0
371	2019-02-05			grestrepo@blackzim.com	1	0
372	2019-02-06	Rasheeda	Palaia	vborgman@groovestreet.com	0	0
373	2019-02-06	Nicolette	Haufler	lwide@mathtouch.com	0	1
374	2019-02-06	Mariann	Waymire	tbuzick@kinnamplus.com	1	0
375	2019-02-07			fmunns@betasoloin.com	1	0
376	2019-02-07	Sylvie	Miceli	rpugh@kinnamplus.com	1	0
377	2019-02-07	Kris	Bevelacqua	pyum@mathtouch.com	1	0
378	2019-02-08	Kaitlyn	Gudroe	nschmierer@zathunicon.com	1	0
379	2019-02-08			lfillingim@konex.com	1	0
380	2019-02-11	Amber	Chui	tmiceli@zathunicon.com	1	0
381	2019-02-11	Jamal	Saras	ewrinkles@zotware.com	1	0
382	2019-02-12	Pamella	Upthegrove	mwaymire@hatfan.com	0	0
383	2019-02-12	Earleen	Perigo	jmerced@codehow.com	1	0
384	2019-02-13	Wilda	Oles	lsengbusch@plusstrip.com	1	0
385	2019-02-13			erodefer@codehow.com	0	1
386	2019-02-13	Tamar	Heimann	goles@newex.com	1	0
387	2019-02-14	Dalene	Isenhower	goles@newex.com	1	0
388	2019-02-15	Kate	Bayless	mschmaltz@zencorporation.com	1	0
389	2019-02-18			chughey@gogozoom.com	1	0
390	2019-02-18	Arlette	Frerking	gjeanty@faxquote.com	1	0
391	2019-02-19			kamigon@faxquote.com	1	0
392	2019-02-19	Levi	Kardas	cmaclead@ron-tech.com	1	0
393	2019-02-19	Daniel	Malet	jostrosky@donware.com	0	1
394	2019-02-19	Kristofer	Hauenstein	oturinetti@dambase.com	0	1
395	2019-02-20	Derick	Hughey	ylueckenbach@bioholding.com	1	0
396	2019-02-20			fweirather@warephase.com	1	0
397	2019-02-20			amodzelewski@donware.com	1	0
398	2019-02-21	Danica	Springe	nschmierer@zathunicon.com	1	0
399	2019-02-21	Catarina	Pagliuca	rdhamer@donware.com	1	0
400	2019-02-22	Skye	Lorens	hnachor@stanredtax.com	1	0
401	2019-02-22			aharabedian@newex.com	0	1
402	2019-02-22	Josphine	Scriven	erodefer@codehow.com	1	0
403	2019-02-25	Jose	Saylors	tnicolozakes@goodsilron.com	1	0
404	2019-02-25	Marti	Chaffins	tmeteer@zumgoity.com	1	0
405	2019-02-26	Jerry	Drymon	tweglarz@betatech.com	0	1
406	2019-02-26	Alesia	Claucherty	tnicolozakes@goodsilron.com	1	0
407	2019-02-27	Youlanda	Garufi	ikampa@rundofase.com	1	0
408	2019-02-27	Izetta	Frey	gjeanty@faxquote.com	1	0
409	2019-02-27	Alecia	Rulapaugh	rdhamer@donware.com	0	1
410	2019-02-28	Roosevelt	Dilello	fstorment@mathtouch.com	1	0
411	2019-02-28	Whitley	Nicolozakes	tkines@zotware.com	1	0
412	2019-03-01			ikampa@rundofase.com	1	0
